property_type,neighbourhood,estimated_job_size_sqft,requested_timeline,referral_source,homeowner_status,preferred_contact,lead_capture_weather,distance_to_queens_km,customer_age_bracket,has_pets,lead_weekday,lead_month_sin,lead_month_cos
Detached,Sydenham Ward,2695.0,1-2 weeks,Facebook Ads,Own,Email,Sunny,4.41,45-54,False,Wednesday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,607.0,1-2 weeks,Facebook Ads,Own,SMS,Cloudy,3.01,65+,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,West End,1062.0,1-2 weeks,Lawn Signs,Rent,SMS,Rain,4.18,35-44,False,Thursday,-2.4492935982947064e-16,1.0
Semi-Detached,Downtown,1623.0,Flexible,Door-to-Door,Own,SMS,Sunny,5.86,65+,True,Friday,0.8660254037844386,0.5000000000000001
Detached,West End,2472.0,ASAP,Door-to-Door,Own,SMS,Sunny,0.2,55-64,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Downtown,2511.0,1 month,Facebook Ads,Rent,Email,Cloudy,4.92,25-34,True,Monday,0.8660254037844386,0.5000000000000001
Townhouse,Strathcona Park,1132.0,Flexible,Facebook Ads,Own,Email,Snow,1.59,45-54,True,Sunday,0.49999999999999994,0.8660254037844387
Apartment,West End,920.0,1-2 weeks,Word of Mouth/Referral,Own,Email,Rain,4.59,35-44,False,Sunday,1.0,6.123233995736766e-17
Apartment,Sydenham Ward,481.0,ASAP,Facebook Ads,Rent,Email,Sunny,2.96,45-54,True,Saturday,-2.4492935982947064e-16,1.0
Detached,Downtown,2068.0,ASAP,Lawn Signs,Rent,Phone Call,Cloudy,2.95,35-44,False,Wednesday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1484.0,1 month,Facebook Ads,Own,Phone Call,Windy,3.42,45-54,False,Tuesday,-2.4492935982947064e-16,1.0
Semi-Detached,West End,1763.0,1-2 weeks,Facebook Ads,Own,SMS,Windy,1.76,35-44,True,Saturday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1029.0,Flexible,Facebook Ads,Recently Purchased,Email,Windy,5.7,25-34,True,Thursday,0.8660254037844386,0.5000000000000001
Apartment,Portsmouth Village,317.0,ASAP,Word of Mouth/Referral,Recently Purchased,Email,Snow,6.37,55-64,True,Saturday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1481.0,Flexible,Word of Mouth/Referral,Own,Email,Snow,4.08,55-64,False,Thursday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,2486.0,1 month,Lawn Signs,Rent,SMS,Cloudy,6.21,45-54,True,Saturday,0.8660254037844386,0.5000000000000001
Townhouse,West End,1050.0,1 month,Facebook Ads,Own,SMS,Sunny,8.14,25-34,False,Tuesday,1.0,6.123233995736766e-17
Semi-Detached,Calvin Park,1410.0,Flexible,Lawn Signs,Own,SMS,Cloudy,3.46,65+,False,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Calvin Park,2860.0,1 month,Facebook Ads,Own,SMS,Sunny,3.77,65+,False,Sunday,0.49999999999999994,0.8660254037844387
Heritage Home,Downtown,2849.0,1-2 weeks,Word of Mouth/Referral,Own,Phone Call,Sunny,3.2,35-44,False,Monday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1555.0,Flexible,Facebook Ads,Rent,Email,Rain,4.89,18-24,True,Monday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1655.0,1-2 weeks,Door-to-Door,Own,Phone Call,Windy,5.52,18-24,True,Sunday,0.49999999999999994,0.8660254037844387
Townhouse,Strathcona Park,1153.0,1-2 weeks,Door-to-Door,Rent,SMS,Sunny,4.49,65+,True,Thursday,0.49999999999999994,0.8660254037844387
Semi-Detached,Sydenham Ward,1096.0,Flexible,Door-to-Door,Recently Purchased,SMS,Rain,0.2,45-54,True,Thursday,0.49999999999999994,0.8660254037844387
Heritage Home,West End,2294.0,ASAP,Lawn Signs,Own,Phone Call,Sunny,4.88,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Apartment,West End,484.0,1-2 weeks,Facebook Ads,Own,SMS,Cloudy,6.89,25-34,False,Tuesday,0.8660254037844386,0.5000000000000001
Townhouse,Portsmouth Village,524.0,ASAP,Facebook Ads,Own,Phone Call,Sunny,4.37,45-54,False,Thursday,-2.4492935982947064e-16,1.0
Apartment,Sydenham Ward,655.0,1 month,Facebook Ads,Own,SMS,Cloudy,5.81,45-54,False,Monday,0.49999999999999994,0.8660254037844387
Detached,West End,1867.0,ASAP,Facebook Ads,Own,Email,Snow,2.37,25-34,False,Thursday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1548.0,Flexible,Facebook Ads,Own,SMS,Windy,1.04,25-34,True,Friday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,1576.0,1 month,Facebook Ads,Rent,Email,Snow,6.96,65+,True,Saturday,0.49999999999999994,0.8660254037844387
Townhouse,West End,1211.0,1 month,Facebook Ads,Rent,SMS,Snow,2.9,25-34,True,Friday,-2.4492935982947064e-16,1.0
Semi-Detached,Sydenham Ward,2001.0,1-2 weeks,Lawn Signs,Own,Email,Rain,5.03,65+,False,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1879.0,1-2 weeks,Facebook Ads,Own,SMS,Cloudy,3.5,45-54,True,Thursday,0.49999999999999994,0.8660254037844387
Apartment,West End,714.0,1-2 weeks,Lawn Signs,Own,SMS,Cloudy,6.12,25-34,False,Wednesday,0.49999999999999994,0.8660254037844387
Apartment,West End,606.0,1 month,Facebook Ads,Rent,SMS,Windy,3.03,35-44,False,Tuesday,1.0,6.123233995736766e-17
Apartment,West End,238.0,ASAP,Door-to-Door,Own,Phone Call,Cloudy,2.06,65+,False,Monday,-2.4492935982947064e-16,1.0
Apartment,Downtown,429.0,1 month,Facebook Ads,Recently Purchased,Phone Call,Sunny,0.64,65+,True,Tuesday,0.49999999999999994,0.8660254037844387
Townhouse,Downtown,1141.0,Flexible,Lawn Signs,Own,Email,Windy,1.57,25-34,False,Monday,-2.4492935982947064e-16,1.0
Semi-Detached,Strathcona Park,908.0,ASAP,Door-to-Door,Own,Email,Rain,3.52,55-64,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Downtown,2432.0,1 month,Lawn Signs,Own,SMS,Cloudy,5.99,45-54,True,Sunday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1142.0,1 month,Word of Mouth/Referral,Own,SMS,Sunny,5.46,35-44,True,Wednesday,1.0,6.123233995736766e-17
Apartment,Sydenham Ward,678.0,ASAP,Facebook Ads,Own,Phone Call,Windy,3.54,25-34,False,Friday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,702.0,1 month,Facebook Ads,Rent,Email,Cloudy,7.72,35-44,True,Tuesday,-2.4492935982947064e-16,1.0
Apartment,Strathcona Park,715.0,Flexible,Facebook Ads,Rent,Phone Call,Rain,3.73,45-54,False,Wednesday,0.8660254037844386,0.5000000000000001
Townhouse,Calvin Park,764.0,1 month,Facebook Ads,Own,SMS,Cloudy,4.61,45-54,True,Monday,-2.4492935982947064e-16,1.0
Detached,West End,2863.0,1-2 weeks,Door-to-Door,Own,SMS,Sunny,1.33,35-44,False,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,701.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Sunny,3.46,35-44,True,Friday,-2.4492935982947064e-16,1.0
Detached,West End,2222.0,Flexible,Word of Mouth/Referral,Recently Purchased,SMS,Snow,1.44,35-44,False,Sunday,-2.4492935982947064e-16,1.0
Semi-Detached,West End,1189.0,1-2 weeks,Lawn Signs,Own,Email,Cloudy,0.8,55-64,False,Sunday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,2581.0,1 month,Facebook Ads,Own,SMS,Sunny,2.37,35-44,False,Tuesday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1376.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Windy,1.54,65+,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Downtown,2045.0,ASAP,Word of Mouth/Referral,Own,SMS,Rain,5.1,55-64,True,Monday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,1429.0,1-2 weeks,Facebook Ads,Rent,Phone Call,Snow,2.46,65+,True,Tuesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Sydenham Ward,1718.0,1 month,Lawn Signs,Own,Phone Call,Sunny,3.04,55-64,True,Saturday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,2072.0,ASAP,Lawn Signs,Rent,Email,Rain,2.08,25-34,True,Wednesday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,251.0,ASAP,Facebook Ads,Rent,SMS,Sunny,3.86,25-34,False,Tuesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1237.0,Flexible,Facebook Ads,Own,SMS,Cloudy,5.81,65+,True,Sunday,0.49999999999999994,0.8660254037844387
Townhouse,Strathcona Park,549.0,1-2 weeks,Word of Mouth/Referral,Own,Email,Sunny,4.62,35-44,False,Saturday,-2.4492935982947064e-16,1.0
Apartment,Calvin Park,1060.0,ASAP,Door-to-Door,Own,SMS,Cloudy,3.05,55-64,True,Monday,-2.4492935982947064e-16,1.0
Apartment,Downtown,724.0,1 month,Facebook Ads,Own,SMS,Sunny,8.19,55-64,False,Sunday,0.8660254037844386,0.5000000000000001
Townhouse,Downtown,1329.0,1-2 weeks,Lawn Signs,Own,SMS,Cloudy,4.75,55-64,False,Sunday,0.49999999999999994,0.8660254037844387
Heritage Home,Downtown,1710.0,Flexible,Lawn Signs,Own,Email,Rain,4.04,18-24,False,Saturday,-2.4492935982947064e-16,1.0
Apartment,West End,806.0,ASAP,Lawn Signs,Own,Phone Call,Windy,2.09,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1818.0,1 month,Word of Mouth/Referral,Rent,Email,Snow,6.22,35-44,False,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,1492.0,1 month,Word of Mouth/Referral,Own,Email,Windy,1.66,35-44,True,Sunday,0.8660254037844386,0.5000000000000001
Semi-Detached,Calvin Park,1145.0,1 month,Facebook Ads,Own,Phone Call,Rain,4.73,25-34,False,Thursday,0.49999999999999994,0.8660254037844387
Heritage Home,Calvin Park,3218.0,1-2 weeks,Facebook Ads,Rent,Phone Call,Cloudy,6.33,18-24,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2210.0,Flexible,Lawn Signs,Rent,SMS,Windy,6.4,35-44,False,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,2321.0,1 month,Word of Mouth/Referral,Rent,Email,Sunny,1.58,35-44,False,Monday,0.49999999999999994,0.8660254037844387
Detached,West End,1945.0,1-2 weeks,Facebook Ads,Rent,SMS,Sunny,3.68,25-34,False,Sunday,0.8660254037844386,0.5000000000000001
Heritage Home,Strathcona Park,3203.0,ASAP,Lawn Signs,Own,Phone Call,Sunny,1.2,55-64,False,Sunday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,1076.0,ASAP,Facebook Ads,Rent,Phone Call,Sunny,2.84,45-54,False,Wednesday,0.49999999999999994,0.8660254037844387
Townhouse,Portsmouth Village,1647.0,Flexible,Word of Mouth/Referral,Own,Email,Cloudy,5.96,18-24,True,Wednesday,0.49999999999999994,0.8660254037844387
Townhouse,Downtown,1140.0,1 month,Lawn Signs,Rent,Email,Cloudy,5.33,35-44,False,Saturday,0.8660254037844386,0.5000000000000001
Semi-Detached,Sydenham Ward,1340.0,ASAP,Facebook Ads,Own,SMS,Sunny,2.48,55-64,True,Thursday,0.8660254037844386,0.5000000000000001
Detached,Downtown,2015.0,Flexible,Facebook Ads,Own,Phone Call,Windy,5.29,35-44,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,West End,3148.0,ASAP,Lawn Signs,Recently Purchased,SMS,Sunny,2.62,35-44,True,Saturday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2036.0,Flexible,Door-to-Door,Rent,SMS,Windy,3.56,65+,False,Sunday,-2.4492935982947064e-16,1.0
Townhouse,Sydenham Ward,1876.0,1 month,Word of Mouth/Referral,Own,SMS,Sunny,4.27,35-44,False,Monday,0.49999999999999994,0.8660254037844387
Detached,Strathcona Park,1679.0,Flexible,Word of Mouth/Referral,Own,SMS,Cloudy,4.98,18-24,True,Thursday,0.8660254037844386,0.5000000000000001
Townhouse,Portsmouth Village,403.0,1 month,Word of Mouth/Referral,Rent,Email,Windy,4.84,18-24,False,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,692.0,ASAP,Facebook Ads,Own,SMS,Rain,0.82,25-34,True,Sunday,0.8660254037844386,0.5000000000000001
Townhouse,Strathcona Park,1435.0,ASAP,Facebook Ads,Own,Email,Cloudy,5.19,55-64,True,Monday,-2.4492935982947064e-16,1.0
Townhouse,Strathcona Park,1100.0,ASAP,Word of Mouth/Referral,Rent,Email,Sunny,3.7,25-34,True,Tuesday,0.8660254037844386,0.5000000000000001
Townhouse,Strathcona Park,510.0,ASAP,Lawn Signs,Own,SMS,Cloudy,2.65,55-64,True,Friday,-2.4492935982947064e-16,1.0
Detached,West End,862.0,1-2 weeks,Door-to-Door,Own,SMS,Sunny,3.75,25-34,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Calvin Park,3190.0,1 month,Facebook Ads,Own,Email,Snow,3.0,65+,False,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,523.0,1-2 weeks,Lawn Signs,Own,Email,Rain,1.51,35-44,False,Saturday,-2.4492935982947064e-16,1.0
Semi-Detached,Strathcona Park,1859.0,Flexible,Lawn Signs,Rent,SMS,Sunny,5.13,65+,True,Thursday,0.49999999999999994,0.8660254037844387
Townhouse,Calvin Park,1286.0,ASAP,Facebook Ads,Own,SMS,Sunny,2.6,35-44,False,Tuesday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1310.0,Flexible,Facebook Ads,Own,Phone Call,Sunny,3.68,35-44,False,Friday,-2.4492935982947064e-16,1.0
Semi-Detached,Downtown,1135.0,1 month,Facebook Ads,Own,Phone Call,Windy,2.69,18-24,False,Thursday,0.49999999999999994,0.8660254037844387
Apartment,Strathcona Park,471.0,Flexible,Lawn Signs,Own,SMS,Sunny,2.13,55-64,True,Saturday,0.8660254037844386,0.5000000000000001
Semi-Detached,Strathcona Park,1351.0,1 month,Door-to-Door,Own,SMS,Cloudy,0.2,45-54,False,Friday,0.49999999999999994,0.8660254037844387
Townhouse,Downtown,1431.0,ASAP,Door-to-Door,Own,Email,Cloudy,1.82,35-44,False,Sunday,0.49999999999999994,0.8660254037844387
Townhouse,Calvin Park,1230.0,1 month,Facebook Ads,Own,Email,Cloudy,0.2,65+,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Calvin Park,2377.0,1 month,Word of Mouth/Referral,Own,Phone Call,Cloudy,3.62,35-44,True,Saturday,0.8660254037844386,0.5000000000000001
Apartment,West End,605.0,Flexible,Facebook Ads,Rent,SMS,Sunny,5.42,65+,False,Friday,0.8660254037844386,0.5000000000000001
Townhouse,West End,1226.0,Flexible,Facebook Ads,Own,Email,Snow,6.13,35-44,False,Wednesday,0.49999999999999994,0.8660254037844387
Detached,Downtown,3064.0,Flexible,Door-to-Door,Own,SMS,Sunny,2.96,55-64,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Strathcona Park,1274.0,1-2 weeks,Lawn Signs,Own,Phone Call,Rain,4.93,35-44,False,Tuesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1687.0,Flexible,Facebook Ads,Rent,Email,Snow,0.38,18-24,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,1074.0,1-2 weeks,Word of Mouth/Referral,Own,SMS,Sunny,0.74,55-64,False,Saturday,-2.4492935982947064e-16,1.0
Detached,Portsmouth Village,1288.0,Flexible,Word of Mouth/Referral,Rent,Phone Call,Sunny,1.23,18-24,False,Friday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,2088.0,1-2 weeks,Facebook Ads,Own,Phone Call,Cloudy,5.84,35-44,False,Thursday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,2582.0,Flexible,Door-to-Door,Own,Phone Call,Sunny,0.84,45-54,True,Thursday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1385.0,1-2 weeks,Lawn Signs,Recently Purchased,Phone Call,Sunny,1.31,55-64,True,Friday,0.8660254037844386,0.5000000000000001
Semi-Detached,Sydenham Ward,1858.0,Flexible,Lawn Signs,Own,Phone Call,Rain,3.48,25-34,False,Tuesday,1.0,6.123233995736766e-17
Detached,Calvin Park,1461.0,1-2 weeks,Facebook Ads,Own,Email,Cloudy,4.41,18-24,False,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1118.0,ASAP,Facebook Ads,Own,Phone Call,Cloudy,1.67,55-64,False,Thursday,-2.4492935982947064e-16,1.0
Semi-Detached,Calvin Park,1509.0,1-2 weeks,Facebook Ads,Recently Purchased,Email,Cloudy,1.64,45-54,True,Saturday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1240.0,1-2 weeks,Lawn Signs,Own,Email,Windy,1.25,25-34,False,Sunday,0.8660254037844386,0.5000000000000001
Apartment,West End,943.0,1-2 weeks,Lawn Signs,Own,SMS,Cloudy,3.53,45-54,True,Tuesday,0.8660254037844386,0.5000000000000001
Detached,West End,2110.0,1-2 weeks,Facebook Ads,Own,Phone Call,Cloudy,4.61,55-64,True,Monday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,685.0,Flexible,Facebook Ads,Own,Phone Call,Sunny,3.12,65+,True,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,575.0,1-2 weeks,Door-to-Door,Own,Email,Sunny,4.79,18-24,False,Monday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1674.0,ASAP,Facebook Ads,Own,SMS,Cloudy,5.02,25-34,False,Monday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,2082.0,1 month,Facebook Ads,Own,Phone Call,Rain,2.21,55-64,True,Wednesday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,2106.0,1 month,Facebook Ads,Rent,Email,Windy,3.22,25-34,False,Sunday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1906.0,1 month,Facebook Ads,Own,SMS,Sunny,3.72,25-34,False,Wednesday,1.0,6.123233995736766e-17
Townhouse,Downtown,673.0,ASAP,Door-to-Door,Own,Email,Sunny,2.21,55-64,True,Wednesday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,728.0,ASAP,Door-to-Door,Own,Phone Call,Rain,3.46,18-24,False,Wednesday,0.8660254037844386,0.5000000000000001
Detached,West End,2154.0,ASAP,Door-to-Door,Own,Phone Call,Sunny,0.92,35-44,True,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Portsmouth Village,866.0,Flexible,Facebook Ads,Own,SMS,Sunny,3.35,18-24,True,Friday,0.8660254037844386,0.5000000000000001
Townhouse,Downtown,661.0,1-2 weeks,Lawn Signs,Own,Email,Rain,1.93,45-54,False,Monday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,570.0,1 month,Facebook Ads,Own,SMS,Cloudy,6.73,55-64,False,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Strathcona Park,1410.0,Flexible,Facebook Ads,Rent,SMS,Sunny,3.22,45-54,False,Saturday,-2.4492935982947064e-16,1.0
Apartment,Strathcona Park,316.0,1-2 weeks,Lawn Signs,Own,Email,Cloudy,4.44,55-64,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,414.0,1-2 weeks,Door-to-Door,Own,SMS,Cloudy,2.97,18-24,True,Monday,-2.4492935982947064e-16,1.0
Townhouse,Strathcona Park,1534.0,1-2 weeks,Word of Mouth/Referral,Own,SMS,Snow,1.5,55-64,False,Monday,0.49999999999999994,0.8660254037844387
Semi-Detached,Strathcona Park,655.0,ASAP,Facebook Ads,Own,Phone Call,Rain,5.11,65+,True,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,915.0,Flexible,Door-to-Door,Own,SMS,Windy,1.89,25-34,False,Friday,0.8660254037844386,0.5000000000000001
Detached,Downtown,2637.0,1-2 weeks,Lawn Signs,Rent,Email,Rain,2.99,55-64,True,Saturday,0.8660254037844386,0.5000000000000001
Detached,West End,2672.0,Flexible,Facebook Ads,Own,SMS,Sunny,4.87,18-24,True,Saturday,-2.4492935982947064e-16,1.0
Detached,Downtown,1964.0,1 month,Facebook Ads,Own,Phone Call,Rain,3.83,35-44,True,Thursday,0.8660254037844386,0.5000000000000001
Heritage Home,Strathcona Park,2496.0,1 month,Facebook Ads,Own,SMS,Snow,5.72,65+,False,Friday,0.8660254037844386,0.5000000000000001
Apartment,Strathcona Park,919.0,1 month,Lawn Signs,Own,Email,Windy,3.72,45-54,False,Thursday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,1652.0,Flexible,Lawn Signs,Own,Email,Sunny,1.44,25-34,True,Thursday,-2.4492935982947064e-16,1.0
Apartment,Sydenham Ward,533.0,Flexible,Facebook Ads,Own,SMS,Rain,0.83,65+,False,Saturday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1800.0,1 month,Facebook Ads,Own,Email,Sunny,2.66,35-44,True,Sunday,-2.4492935982947064e-16,1.0
Apartment,Downtown,682.0,ASAP,Lawn Signs,Recently Purchased,SMS,Rain,5.15,65+,True,Sunday,0.8660254037844386,0.5000000000000001
Semi-Detached,Sydenham Ward,610.0,Flexible,Facebook Ads,Own,SMS,Sunny,0.2,25-34,True,Saturday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1969.0,1 month,Lawn Signs,Own,SMS,Sunny,1.38,18-24,False,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,734.0,1-2 weeks,Lawn Signs,Own,Email,Sunny,5.88,65+,False,Friday,0.49999999999999994,0.8660254037844387
Townhouse,West End,1247.0,1-2 weeks,Door-to-Door,Own,SMS,Cloudy,0.45,25-34,True,Saturday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,1313.0,1-2 weeks,Lawn Signs,Rent,Phone Call,Sunny,0.2,25-34,True,Saturday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1186.0,1-2 weeks,Facebook Ads,Rent,Email,Cloudy,3.46,55-64,False,Sunday,-2.4492935982947064e-16,1.0
Apartment,Strathcona Park,451.0,1-2 weeks,Door-to-Door,Own,Phone Call,Sunny,5.11,35-44,False,Sunday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,781.0,1-2 weeks,Door-to-Door,Own,Email,Sunny,1.07,25-34,False,Wednesday,1.0,6.123233995736766e-17
Detached,Sydenham Ward,2416.0,1-2 weeks,Door-to-Door,Rent,SMS,Windy,4.44,25-34,True,Sunday,0.8660254037844386,0.5000000000000001
Detached,West End,1878.0,1-2 weeks,Facebook Ads,Own,SMS,Sunny,3.53,18-24,False,Thursday,-2.4492935982947064e-16,1.0
Townhouse,Portsmouth Village,1295.0,Flexible,Door-to-Door,Rent,Email,Sunny,5.2,25-34,True,Sunday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,1318.0,1-2 weeks,Lawn Signs,Own,Phone Call,Cloudy,1.25,35-44,True,Thursday,0.8660254037844386,0.5000000000000001
Townhouse,Calvin Park,1372.0,1 month,Lawn Signs,Recently Purchased,Phone Call,Cloudy,1.54,35-44,True,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Portsmouth Village,463.0,Flexible,Facebook Ads,Rent,SMS,Sunny,4.14,25-34,False,Saturday,-2.4492935982947064e-16,1.0
Semi-Detached,Calvin Park,150.0,ASAP,Facebook Ads,Recently Purchased,SMS,Cloudy,3.595,35-44,False,Saturday,0.8660254037844386,0.5000000000000001
Semi-Detached,West End,993.0,Flexible,Lawn Signs,Own,Phone Call,Rain,0.86,25-34,False,Thursday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,1237.0,Flexible,Facebook Ads,Recently Purchased,Phone Call,Sunny,5.84,45-54,False,Wednesday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,1602.0,Flexible,Facebook Ads,Rent,SMS,Cloudy,0.2,18-24,False,Friday,0.49999999999999994,0.8660254037844387
Detached,Portsmouth Village,1574.0,Flexible,Lawn Signs,Recently Purchased,Email,Cloudy,2.07,55-64,True,Sunday,-2.4492935982947064e-16,1.0
Detached,Downtown,1610.0,1-2 weeks,Door-to-Door,Rent,SMS,Cloudy,5.21,18-24,False,Monday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,409.0,1 month,Lawn Signs,Own,Phone Call,Sunny,3.6,18-24,False,Monday,0.8660254037844386,0.5000000000000001
Semi-Detached,West End,1167.0,1-2 weeks,Facebook Ads,Own,Phone Call,Cloudy,4.3,35-44,False,Friday,0.49999999999999994,0.8660254037844387
Townhouse,West End,1643.0,ASAP,Door-to-Door,Recently Purchased,Email,Cloudy,2.92,65+,True,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Portsmouth Village,393.0,1 month,Word of Mouth/Referral,Recently Purchased,Phone Call,Cloudy,6.7,55-64,False,Tuesday,-2.4492935982947064e-16,1.0
Townhouse,Downtown,438.0,1-2 weeks,Facebook Ads,Own,Phone Call,Cloudy,1.93,25-34,True,Saturday,0.49999999999999994,0.8660254037844387
Townhouse,West End,1165.0,1 month,Lawn Signs,Recently Purchased,Phone Call,Rain,4.41,45-54,False,Sunday,0.49999999999999994,0.8660254037844387
Detached,West End,3187.0,ASAP,Word of Mouth/Referral,Own,Email,Cloudy,4.7,65+,False,Sunday,0.49999999999999994,0.8660254037844387
Townhouse,Sydenham Ward,1012.0,Flexible,Facebook Ads,Own,SMS,Sunny,4.72,25-34,False,Monday,0.49999999999999994,0.8660254037844387
Townhouse,Calvin Park,926.0,1 month,Facebook Ads,Own,SMS,Rain,1.9,65+,True,Friday,0.8660254037844386,0.5000000000000001
Detached,Portsmouth Village,1329.0,Flexible,Door-to-Door,Recently Purchased,Phone Call,Sunny,0.2,35-44,True,Saturday,0.8660254037844386,0.5000000000000001
Heritage Home,West End,2906.0,1-2 weeks,Facebook Ads,Own,SMS,Sunny,8.48,55-64,True,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,Portsmouth Village,1946.0,Flexible,Door-to-Door,Recently Purchased,Email,Windy,6.17,55-64,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,2440.0,1 month,Door-to-Door,Own,Phone Call,Rain,1.5,35-44,True,Friday,-2.4492935982947064e-16,1.0
Detached,Strathcona Park,2088.0,Flexible,Door-to-Door,Own,Email,Sunny,3.64,55-64,True,Thursday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1768.0,1-2 weeks,Door-to-Door,Rent,Phone Call,Rain,4.83,55-64,True,Tuesday,-2.4492935982947064e-16,1.0
Apartment,West End,520.0,1 month,Door-to-Door,Rent,Email,Cloudy,4.24,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,2139.0,Flexible,Lawn Signs,Own,Email,Cloudy,2.61,35-44,False,Wednesday,0.8660254037844386,0.5000000000000001
Detached,West End,1971.0,1 month,Door-to-Door,Own,SMS,Rain,3.29,45-54,False,Sunday,-2.4492935982947064e-16,1.0
Townhouse,Sydenham Ward,1740.0,ASAP,Door-to-Door,Own,Phone Call,Snow,3.66,35-44,False,Friday,-2.4492935982947064e-16,1.0
Detached,West End,1578.0,1-2 weeks,Door-to-Door,Rent,SMS,Cloudy,2.61,18-24,True,Sunday,0.49999999999999994,0.8660254037844387
